Year,ID,Team,offRank,defRank,offRating,tempo,fgEff,ftRate,wab,threepg,ftpg,pDiffpg
2011,1397,Tennessee,90,43,108.0,66.1,47.6301,39.6703,-1.1,5.212121212121212,15.606060606060606,3.3333333333333335
2011,1400,Texas,21,4,115.5,65.5,50.2382,43.1158,5.4,5.705882352941177,16.264705882352942,13.529411764705882
2011,1401,Texas A&M,65,42,110.0,60.9,49.3345,47.3079,2.4,5.354838709677419,17.322580645161292,7.129032258064516
2011,1412,UAB,78,60,108.8,61.8,50.7536,29.7391,-0.2,7.566666666666666,12.133333333333333,6.566666666666666
2011,1417,UCLA,80,36,108.7,65.5,50.2743,44.3226,1.4,5.1875,15.71875,4.1875
2011,1421,UNC Asheville,197,102,101.9,67.4,48.8506,41.8391,-8.1,4.862068965517241,16.448275862068964,3.0
2011,1424,UNLV,57,21,110.6,66.4,50.8715,39.1068,2.8,5.53125,15.0625,9.28125
2011,1425,USC,91,33,107.9,61.7,49.9454,35.3712,-1.6,6.151515151515151,12.333333333333334,4.0606060606060606
2011,1427,UT San Antonio,201,248,101.8,66.7,48.9669,41.1452,-9.2,7.137931034482759,16.379310344827587,-0.2413793103448276
2011,1429,Utah St,54,14,111.2,62.4,52.2358,43.3798,3.7,5.84375,16.6875,13.28125
2011,1433,VCU,47,78,112.0,65.6,51.0777,37.0005,-2.0,8.176470588235293,14.823529411764707,4.088235294117647
2011,1435,Vanderbilt,16,87,116.6,66.1,52.8602,45.17,1.8,7.787878787878788,18.424242424242426,8.575757575757576
2011,1437,Villanova,25,59,114.9,65.0,49.5327,42.276,1.5,6.34375,17.8125,7.15625
2011,1449,Washington,10,49,117.7,69.9,53.6947,31.5044,1.9,8.818181818181818,13.969696969696969,13.121212121212121
2011,1452,West Virginia,23,35,114.9,62.5,48.5214,40.9091,3.1,6.258064516129032,15.935483870967742,5.451612903225806
2011,1458,Wisconsin,2,52,122.3,56.9,51.8252,29.4801,5.9,8.064516129032258,12.387096774193548,9.870967741935484
2011,1459,Wofford,44,189,112.3,63.2,52.9682,41.986,-4.6,5.848484848484849,15.787878787878787,5.96969696969697
2011,1462,Xavier,37,58,112.8,64.3,51.2059,44.4706,2.4,5.516129032258065,17.870967741935484,8.064516129032258
2012,1104,Alabama,115,6,106.1,61.9,49.1289,36.1789,1.5,4.03125,13.65625,6.8125
2012,1124,Baylor,13,34,116.0,65.6,52.3261,35.7314,7.0,6.7272727272727275,15.363636363636363,9.0
2012,1125,Belmont,9,121,117.1,67.2,55.5132,38.7195,0.8,8.818181818181818,16.757575757575758,13.878787878787879
2012,1140,BYU,111,21,106.3,72.6,52.0413,36.5423,0.3,6.806451612903226,15.612903225806452,10.774193548387096
2012,1143,California,43,38,111.3,65.7,51.6489,34.0957,1.8,4.636363636363637,14.181818181818182,9.878787878787879
2012,1153,Cincinnati,62,22,109.5,62.9,48.0401,29.3072,3.1,7.147058823529412,11.235294117647058,7.323529411764706
2012,1160,Colorado,137,46,104.8,65.1,49.4581,43.1831,-0.3,5.5625,15.28125,2.71875
2012,1161,Colorado St,35,189,111.9,63.6,52.9611,42.2579,-1.0,6.0,16.774193548387096,2.6774193548387095
2012,1163,Connecticut,42,57,111.3,63.0,50.0263,34.5789,0.5,5.393939393939394,12.727272727272727,4.7272727272727275
2012,1166,Creighton,5,166,119.2,65.9,57.8036,38.0362,4.7,8.181818181818182,15.787878787878787,10.484848484848484
2012,1172,Davidson,33,141,112.0,67.4,50.9245,36.6614,-0.4,7.741935483870968,16.64516129032258,9.451612903225806
2012,1178,Detroit,82,164,108.1,67.1,48.0193,43.2548,-5.2,4.454545454545454,17.818181818181817,2.9393939393939394
2012,1181,Duke,8,79,117.7,66.4,52.7937,45.1175,8.0,8.121212121212121,17.87878787878788,9.06060606060606
2012,1196,Florida,3,80,120.4,64.2,54.8456,33.2542,3.1,9.93939393939394,13.484848484848484,10.242424242424242
2012,1199,Florida St,89,10,107.6,66.6,51.222,34.7894,4.3,6.151515151515151,13.636363636363637,7.424242424242424
2012,1207,Georgetown,45,9,111.2,62.1,51.3938,38.8493,4.7,5.466666666666667,14.5,9.333333333333334
2012,1211,Gonzaga,30,33,113.1,64.8,53.5694,46.2291,2.1,6.387096774193548,17.70967741935484,10.774193548387096
2012,1217,Harvard,72,29,108.8,60.7,52.5489,42.0391,2.2,5.793103448275862,15.206896551724139,10.03448275862069
2012,1231,Indiana,4,72,120.2,66.7,55.1608,44.5021,5.9,6.393939393939394,18.939393939393938,11.727272727272727
2012,1235,Iowa St,24,66,113.9,65.8,52.6218,38.7182,2.0,8.875,14.5625,6.46875
2012,1242,Kansas,23,3,114.0,66.3,52.2822,39.7879,8.3,6.0,15.696969696969697,13.090909090909092
2012,1243,Kansas St,59,18,109.8,66.5,48.8643,43.2126,2.2,5.709677419354839,16.032258064516128,7.709677419354839
2012,1246,Kentucky,2,7,122.2,65.4,53.7589,41.726,11.3,5.735294117647059,16.294117647058822,17.676470588235293
2012,1249,Lamar,88,138,107.6,66.0,46.2327,41.0046,-4.3,4.25,17.625,6.75
2012,1250,Lehigh,76,96,108.6,67.6,50.3561,38.0468,-1.3,7.40625,16.71875,10.21875
2012,1253,Long Beach St,38,53,111.7,66.4,52.3473,42.5339,0.9,6.612903225806452,16.0,9.161290322580646
2012,1254,LIU Brooklyn,75,272,108.7,73.4,53.2216,49.6907,-2.6,6.575757575757576,20.87878787878788,4.545454545454546
2012,1257,Louisville,112,1,106.2,66.1,47.3257,36.2122,5.6,5.885714285714286,14.485714285714286,7.6571428571428575
2012,1259,Loyola MD,150,116,103.9,63.6,47.1815,42.9538,-1.5,5.0,16.59375,3.78125
2012,1266,Marquette,40,14,111.5,70.0,50.1476,40.8755,6.2,5.6875,17.25,9.71875
2012,1272,Memphis,22,17,114.2,67.5,54.0021,41.3376,3.0,5.382352941176471,16.264705882352942,12.147058823529411
2012,1276,Michigan,19,56,114.3,60.1,53.4282,28.6461,6.4,8.125,10.875,4.5
2012,1277,Michigan St,17,2,114.7,64.3,52.7101,37.7921,8.7,5.529411764705882,14.794117647058824,13.029411764705882
2012,1281,Missouri,1,111,125.1,65.4,57.9692,37.5321,8.8,8.235294117647058,16.058823529411764,14.558823529411764
2012,1285,Montana,155,63,103.7,64.2,52.5268,39.6083,-1.7,6.413793103448276,15.172413793103448,9.03448275862069
2012,1290,MS Valley St,260,200,98.0,68.9,46.321,34.963,-4.9,7.515151515151516,13.515151515151516,-0.36363636363636365
2012,1293,Murray St,80,20,108.5,65.0,53.5441,45.2746,3.8,7.428571428571429,17.5,11.857142857142858
2012,1301,NC State,32,78,112.1,67.0,50.4217,36.2699,0.5,5.352941176470588,14.676470588235293,5.352941176470588
2012,1307,New Mexico,51,15,110.8,65.5,52.7687,38.7622,2.9,7.6875,15.1875,12.90625
2012,1308,New Mexico St,65,81,109.3,69.4,50.9635,51.9271,-2.0,4.575757575757576,19.848484848484848,9.303030303030303
2012,1313,Norfolk St,211,165,100.9,66.6,49.4361,42.4275,-2.8,5.34375,15.59375,2.8125
2012,1314,North Carolina,12,11,116.1,70.9,49.7776,37.2826,8.4,5.0588235294117645,16.91176470588235,15.117647058823529
2012,1323,Notre Dame,50,55,110.9,60.2,49.5278,37.3889,2.3,6.424242424242424,14.242424242424242,4.96969696969697
2012,1325,Ohio,102,32,106.6,66.0,48.9466,36.2567,0.3,7.242424242424242,14.242424242424242,7.545454545454546
2012,1326,Ohio St,6,4,118.1,66.9,52.0946,38.1081,7.9,4.852941176470588,14.735294117647058,15.705882352941176
2012,1345,Purdue,10,114,116.2,64.3,51.0649,34.1258,1.9,8.212121212121213,12.878787878787879,6.181818181818182
2012,1355,S Dakota St,26,152,113.7,64.8,53.7269,39.6083,-0.6,8.15625,16.28125,9.75
2012,1361,San Diego St,95,44,107.0,65.8,50.084,35.7783,2.9,5.580645161290323,14.161290322580646,5.870967741935484
2012,1378,South Florida,151,13,103.9,58.5,48.3284,34.1349,0.1,4.59375,11.84375,1.5
2012,1379,Southern Miss,44,125,111.2,63.8,46.2473,39.9028,1.2,6.161290322580645,17.161290322580644,4.516129032258065
2012,1382,St Bonaventure,53,93,110.6,63.0,50.8002,42.0865,-1.1,5.387096774193548,17.096774193548388,5.67741935483871
2012,1387,St Louis,34,12,111.9,61.9,51.7674,35.5188,2.8,7.161290322580645,13.419354838709678,11.709677419354838
2012,1388,St Mary's CA,20,91,114.3,63.4,53.2506,38.8889,2.8,7.2,15.666666666666666,10.933333333333334
2012,1393,Syracuse,7,16,117.7,64.4,52.064,32.885,10.9,6.393939393939394,13.030303030303031,14.181818181818182
2012,1396,Temple,28,92,113.3,65.9,53.1046,34.1503,4.2,7.290322580645161,14.161290322580646,6.129032258064516
2012,1400,Texas,31,64,112.9,64.9,48.4951,42.5532,0.9,5.757575757575758,17.848484848484848,6.242424242424242
2012,1421,UNC Asheville,55,219,110.4,68.2,52.6486,48.0871,-3.3,6.4,20.6,6.2
2012,1424,UNLV,67,27,109.2,68.7,52.6985,35.3399,2.8,8.3125,14.1875,9.59375
2012,1433,VCU,96,23,106.9,65.0,47.5502,36.2567,2.2,7.411764705882353,14.558823529411764,8.617647058823529
2012,1435,Vanderbilt,14,35,115.6,64.7,54.0604,40.0833,4.0,8.647058823529411,14.852941176470589,7.9411764705882355
2012,1436,Vermont,131,119,105.3,61.9,49.3204,37.3236,-5.5,5.411764705882353,14.882352941176471,6.735294117647059
2012,1438,Virginia,133,5,105.2,59.3,50.6662,35.4061,2.0,4.903225806451613,12.806451612903226,9.387096774193548
2012,1452,West Virginia,41,77,111.4,64.0,48.3281,38.6102,-0.1,5.34375,14.90625,5.46875
2012,1458,Wisconsin,25,8,113.7,57.5,50.1067,30.6667,5.0,7.606060606060606,12.030303030303031,11.0
2012,1462,Xavier,74,49,108.7,66.4,49.7229,41.2594,0.7,4.878787878787879,15.666666666666666,3.3333333333333335
2013,1103,Akron,101,50,106.8,65.2,51.052,36.9878,0.3,6.935483870967742,13.451612903225806,9.67741935483871
2013,1107,SUNY Albany,171,144,102.6,61.7,49.6281,40.0458,-4.5,6.0,14.764705882352942,4.117647058823529
2013,1112,Arizona,13,32,115.4,65.5,52.4832,37.3513,4.6,7.65625,15.5625,9.59375
2013,1125,Belmont,37,69,111.6,65.9,56.5029,32.7746,0.1,8.3,13.333333333333334,12.266666666666667
2013,1129,Boise St,25,119,113.2,64.8,51.7502,33.7357,-0.2,7.517241379310345,13.96551724137931,4.620689655172414
2013,1137,Bucknell,87,43,107.3,61.9,49.6011,35.6695,1.0,4.625,14.4375,9.5625
2013,1139,Butler,47,48,110.5,63.6,50.6944,38.3547,4.7,6.545454545454546,14.0,4.909090909090909
2013,1143,California,88,39,107.3,64.9,48.0,31.2,0.5,4.032258064516129,12.870967741935484,3.161290322580645
2013,1153,Cincinnati,118,15,105.9,63.0,46.1538,35.4559,1.7,6.818181818181818,13.515151515151516,7.878787878787879
2013,1160,Colorado,109,23,106.5,63.7,48.3221,40.9396,1.4,5.40625,15.375,4.375
2013,1161,Colorado St,6,104,117.9,63.8,49.1558,44.0632,1.9,5.129032258064516,17.258064516129032,8.709677419354838
2013,1166,Creighton,5,66,118.3,63.8,58.2094,34.2189,3.5,8.764705882352942,13.264705882352942,12.294117647058824
2013,1172,Davidson,32,136,112.1,63.9,53.1196,38.9239,-1.4,7.5,16.46875,11.09375
2013,1181,Duke,4,26,119.1,66.7,53.8613,39.154,7.5,7.75,15.84375,12.875
2013,1195,FGCU,136,99,104.9,67.9,51.5813,35.1908,-4.0,6.625,13.28125,5.03125
2013,1196,Florida,9,3,117.2,61.9,55.2514,31.0602,4.1,8.393939393939394,10.818181818181818,17.939393939393938
2013,1207,Georgetown,80,4,107.6,61.2,51.1063,36.8162,6.6,5.870967741935484,12.709677419354838,8.838709677419354
2013,1211,Gonzaga,3,30,120.5,63.3,54.9277,40.8141,7.6,6.21875,15.96875,17.3125
2013,1217,Harvard,74,140,108.1,63.3,54.3097,49.5983,-2.6,6.37037037037037,17.14814814814815,4.703703703703703
2013,1228,Illinois,46,44,110.6,64.6,47.5802,31.0124,2.4,7.696969696969697,13.06060606060606,3.212121212121212
2013,1231,Indiana,2,19,120.8,66.0,54.7692,45.865,7.8,7.303030303030303,18.939393939393938,17.545454545454547
2013,1233,Iona,18,256,114.4,69.7,52.113,32.716,-5.9,8.393939393939394,15.757575757575758,4.9393939393939394
2013,1235,Iowa St,8,123,117.5,68.3,53.766,32.9702,0.7,9.848484848484848,14.636363636363637,8.424242424242424
2013,1241,James Madison,218,141,100.2,62.9,47.5786,36.7852,-8.9,5.735294117647059,14.382352941176471,0.8235294117647058
2013,1242,Kansas,27,5,112.7,66.4,53.3431,39.4827,7.5,6.029411764705882,16.11764705882353,13.911764705882353
2013,1243,Kansas St,23,52,113.5,61.4,49.0726,31.7362,5.4,6.818181818181818,12.515151515151516,7.2727272727272725
2013,1247,La Salle,34,87,111.8,64.6,51.8902,31.3309,0.3,7.6,13.366666666666667,6.466666666666667
2013,1251,Liberty,196,312,101.3,64.4,48.5642,38.4009,-15.6,6.78125,15.21875,-3.40625
2013,1254,LIU Brooklyn,48,327,110.5,67.3,54.374,45.5736,-8.6,7.363636363636363,17.90909090909091,3.0606060606060606
2013,1257,Louisville,7,1,117.7,65.8,50.5432,39.9826,9.0,5.823529411764706,16.029411764705884,15.588235294117647
2013,1266,Marquette,24,45,113.2,63.3,49.6475,40.9436,4.5,4.258064516129032,15.709677419354838,6.258064516129032
2013,1272,Memphis,85,17,107.3,68.3,52.4384,37.2284,4.5,6.176470588235294,14.558823529411764,10.705882352941176
2013,1274,Miami FL,22,18,113.6,61.9,51.9309,34.5528,6.3,6.818181818181818,12.969696969696969,9.242424242424242
2013,1276,Michigan,1,37,121.9,64.0,54.5579,28.3956,6.2,7.34375,11.71875,11.4375
2013,1277,Michigan St,29,7,112.6,63.1,50.5933,36.5696,6.7,4.96875,13.78125,8.125
2013,1278,Minnesota,16,46,114.8,62.3,49.374,41.5896,2.1,5.21875,15.46875,6.75
2013,1279,Mississippi,30,51,112.3,69.2,49.148,38.8341,1.6,6.794117647058823,16.676470588235293,10.617647058823529
2013,1281,Missouri,15,63,114.9,66.3,51.2419,35.072,1.2,6.303030303030303,15.393939393939394,10.06060606060606
2013,1285,Montana,134,173,104.9,62.7,52.8986,40.6456,-1.4,6.758620689655173,16.0,4.827586206896552
2013,1292,MTSU,89,28,107.3,63.4,51.1723,41.3849,0.7,5.363636363636363,15.818181818181818,13.454545454545455
2013,1299,NC A&T,311,96,93.2,65.5,45.6674,42.5727,-11.5,5.794117647058823,14.705882352941176,0.20588235294117646
2013,1301,NC State,10,122,116.8,66.8,54.2023,40.916,2.2,5.294117647058823,16.0,7.470588235294118
2013,1307,New Mexico,53,16,109.9,63.7,48.4022,45.6749,6.9,6.411764705882353,17.08823529411765,7.029411764705882
2013,1308,New Mexico St,137,76,104.7,63.8,49.2926,47.0289,-3.1,4.0,16.303030303030305,5.151515151515151
2013,1314,North Carolina,31,47,112.2,69.6,49.2673,28.1528,2.5,7.333333333333333,12.181818181818182,7.0606060606060606
2013,1322,Northwestern LA,106,195,106.6,71.9,48.9772,40.2688,-3.2,5.7407407407407405,17.333333333333332,5.518518518518518
2013,1323,Notre Dame,17,86,114.6,60.3,52.1514,32.0373,3.9,6.588235294117647,12.588235294117647,7.235294117647059
2013,1326,Ohio St,14,9,115.1,63.6,50.632,35.44,7.2,6.03030303030303,13.090909090909092,11.363636363636363
2013,1328,Oklahoma,41,80,111.1,65.2,47.8839,35.4856,0.3,4.967741935483871,15.838709677419354,4.935483870967742
2013,1329,Oklahoma St,66,14,109.0,66.1,48.8403,40.507,3.2,5.5625,17.25,9.53125
2013,1332,Oregon,105,11,106.6,67.9,49.2891,38.3412,2.9,5.029411764705882,15.764705882352942,8.117647058823529
2013,1334,Pacific,114,158,106.1,62.2,50.5233,37.6744,-5.1,6.46875,13.9375,1.84375
2013,1338,Pittsburgh,12,21,115.6,59.3,51.7465,37.5211,3.1,5.0625,13.40625,14.15625
2013,1355,S Dakota St,33,223,112.0,62.6,53.3505,32.9897,-3.2,7.838709677419355,14.161290322580646,6.290322580645161
2013,1361,San Diego St,78,13,107.7,65.5,48.5294,35.3496,0.4,5.9,13.833333333333334,7.1
2013,1380,Southern Univ,231,103,99.3,63.4,49.1139,40.2532,-5.7,6.620689655172414,14.655172413793103,8.172413793103448
2013,1387,St Louis,71,8,108.6,63.8,50.3863,44.0397,3.8,6.151515151515151,16.303030303030305,10.575757575757576
2013,1388,St Mary's CA,11,73,116.1,62.9,53.6859,36.9658,2.5,7.84375,14.90625,11.5625
2013,1393,Syracuse,26,6,113.1,63.1,48.9969,36.7641,5.1,6.057142857142857,13.914285714285715,11.257142857142858
2013,1396,Temple,39,100,111.3,65.6,48.9678,35.5992,1.5,7.28125,15.09375,4.65625
2013,1417,UCLA,42,67,111.1,68.1,49.1084,33.13,3.3,4.911764705882353,14.470588235294118,5.794117647058823
2013,1424,UNLV,115,12,106.0,67.9,48.9712,36.7284,1.8,6.484848484848484,14.727272727272727,7.515151515151516
2013,1433,VCU,20,36,114.0,66.4,51.2929,29.8261,2.6,7.9411764705882355,13.382352941176471,12.529411764705882
2013,1434,Valparaiso,44,111,110.7,64.3,55.6735,41.7476,-0.8,7.4375,15.53125,8.875
2013,1437,Villanova,113,29,106.3,66.4,47.2957,50.5585,0.3,6.09375,18.96875,2.5
2013,1458,Wisconsin,73,2,108.3,60.4,48.5969,29.6939,4.6,7.411764705882353,10.588235294117647,9.617647058823529
2014,1107,SUNY Albany,217,148,102.9,61.6,48.8459,42.0081,-8.6,4.90625,16.25,2.1875
2014,1110,American Univ,206,61,103.4,59.7,55.7629,35.036,-5.5,6.34375,11.53125,5.3125
2014,1112,Arizona,20,1,116.5,62.8,51.7193,40.9798,9.4,5.294117647058823,15.294117647058824,14.911764705882353
2014,1113,Arizona St,67,41,111.2,67.4,52.3758,42.4946,1.2,8.125,16.34375,6.15625
2014,1124,Baylor,10,70,118.9,61.3,51.3343,44.9647,3.1,7.393939393939394,16.393939393939394,5.393939393939394
2014,1140,BYU,31,93,114.5,70.8,50.565,47.646,0.6,5.181818181818182,20.484848484848484,6.666666666666667
2014,1142,Cal Poly,202,159,103.6,58.8,46.0534,33.256,-10.7,6.333333333333333,12.2,-2.7333333333333334
2014,1153,Cincinnati,98,9,109.7,61.1,47.7021,38.7216,5.3,5.818181818181818,15.393939393939394,10.393939393939394
2014,1157,Coastal Car,290,133,98.2,65.6,47.9989,38.5569,-7.7,5.733333333333333,15.466666666666667,1.5
2014,1160,Colorado,129,42,107.7,64.8,48.3431,48.1561,2.4,5.205882352941177,18.647058823529413,2.911764705882353
2014,1163,Connecticut,39,10,113.6,63.2,51.5495,38.3441,4.7,7.117647058823529,15.970588235294118,8.735294117647058
2014,1166,Creighton,2,124,124.2,63.6,58.9304,33.9045,5.6,10.363636363636363,14.212121212121213,12.121212121212121
2014,1173,Dayton,37,72,113.8,63.8,52.3538,40.5847,0.6,6.575757575757576,15.484848484848484,5.757575757575758
2014,1174,Delaware,60,192,112.0,70.4,50.3795,43.8805,-1.4,7.176470588235294,18.470588235294116,4.382352941176471
2014,1181,Duke,1,86,124.7,64.6,53.8119,38.7624,6.5,8.852941176470589,16.441176470588236,11.558823529411764
2014,1184,E Kentucky,55,235,112.4,64.2,56.716,43.1953,-3.3,8.935483870967742,17.35483870967742,5.451612903225806
2014,1196,Florida,19,3,116.5,61.3,52.1644,42.3152,11.7,6.852941176470588,15.117647058823529,12.794117647058824
2014,1203,G Washington,74,47,110.8,65.3,51.4625,46.6335,3.2,5.78125,16.75,6.53125
2014,1211,Gonzaga,35,18,114.0,65.0,55.1924,41.223,4.0,6.878787878787879,15.666666666666666,11.272727272727273
2014,1217,Harvard,47,27,112.9,64.1,52.0615,48.6154,2.2,5.793103448275862,18.275862068965516,12.137931034482758
2014,1234,Iowa,5,77,120.2,68.6,51.1599,45.2849,1.2,5.84375,20.21875,11.90625
2014,1235,Iowa St,9,55,118.9,70.2,54.1536,36.3555,7.5,8.303030303030303,16.03030303030303,8.969696969696969
2014,1242,Kansas,6,22,119.3,66.6,54.1538,48.2456,6.9,5.575757575757576,19.242424242424242,9.151515151515152
2014,1243,Kansas St,125,16,107.8,63.3,48.75,40.2717,0.5,6.03125,15.0,4.0
2014,1246,Kentucky,14,32,118.3,64.0,49.9548,51.7397,3.9,5.088235294117647,20.470588235294116,9.264705882352942
2014,1257,Louisville,7,5,118.9,67.2,53.5394,41.2186,5.3,8.058823529411764,16.235294117647058,21.147058823529413
2014,1264,Manhattan,134,46,107.2,67.7,50.7349,55.4709,-0.5,6.40625,20.65625,7.375
2014,1269,Massachusetts,91,43,110.0,70.3,50.408,39.2147,3.6,5.4375,16.15625,5.34375
2014,1272,Memphis,56,50,112.4,67.5,51.9053,39.5469,2.8,5.387096774193548,15.387096774193548,6.67741935483871
2014,1273,Mercer,75,119,110.8,63.6,54.0707,37.3326,-2.8,8.258064516129032,15.64516129032258,9.741935483870968
2014,1276,Michigan,3,89,123.9,61.0,55.7265,34.8638,7.7,8.484848484848484,14.696969696969697,9.030303030303031
2014,1277,Michigan St,13,21,118.6,64.4,54.5391,33.7193,6.9,8.058823529411764,13.352941176470589,10.617647058823529
2014,1291,Mt St Mary's,127,292,107.8,68.2,51.5341,36.7135,-9.4,8.875,16.0625,-1.71875
2014,1295,N Dakota St,25,144,115.5,62.3,54.5339,41.598,0.2,5.0,16.607142857142858,7.285714285714286
2014,1300,NC Central,114,92,108.6,62.3,50.2953,49.6161,-0.6,5.032258064516129,19.387096774193548,12.96774193548387
2014,1301,NC State,34,121,114.0,64.7,50.0,36.9903,0.6,4.470588235294118,13.794117647058824,1.3235294117647058
2014,1304,Nebraska,111,36,108.8,64.7,48.3066,42.3648,1.3,5.935483870967742,16.161290322580644,2.129032258064516
2014,1307,New Mexico,41,39,113.5,64.4,51.0805,46.6235,4.4,5.848484848484849,18.606060606060606,8.272727272727273
2014,1308,New Mexico St,45,117,112.9,65.2,53.1869,53.9368,-2.3,5.147058823529412,19.91176470588235,9.147058823529411
2014,1314,North Carolina,48,20,112.6,69.2,49.8542,42.8571,4.2,4.1875,16.6875,7.25
2014,1326,Ohio St,103,2,109.3,64.0,50.2933,42.2933,4.5,5.794117647058823,15.823529411764707,10.029411764705882
2014,1328,Oklahoma,16,82,117.9,69.6,51.7216,39.4491,4.1,8.53125,18.375,6.28125
2014,1329,Oklahoma St,22,24,115.9,67.2,52.4214,49.6651,1.4,7.151515151515151,20.333333333333332,11.242424242424242
2014,1332,Oregon,8,79,118.9,67.5,53.4648,43.8037,2.6,7.78125,19.25,7.84375
2014,1338,Pittsburgh,18,25,116.9,62.2,50.7459,44.2901,4.1,5.147058823529412,17.61764705882353,10.117647058823529
2014,1344,Providence,30,94,114.6,62.9,48.2863,41.8851,1.2,6.294117647058823,18.61764705882353,3.676470588235294
2014,1361,San Diego St,86,7,110.4,62.3,46.6916,45.0907,6.0,4.741935483870968,16.516129032258064,10.516129032258064
2014,1372,SF Austin,58,105,112.3,61.2,52.2727,39.8931,1.7,7.161290322580645,16.225806451612904,12.806451612903226
2014,1386,St Joseph's PA,57,68,112.3,64.3,53.9407,43.5998,2.1,7.363636363636363,14.636363636363637,4.333333333333333
2014,1387,St Louis,168,8,105.7,65.6,49.5859,40.3092,3.8,5.709677419354839,15.774193548387096,8.258064516129032
2014,1390,Stanford,54,40,112.4,65.3,51.2821,44.9744,1.1,5.909090909090909,17.060606060606062,4.878787878787879
2014,1393,Syracuse,28,13,114.6,59.6,48.1847,38.174,7.9,5.0,15.03125,8.65625
2014,1397,Tennessee,15,19,117.9,61.6,49.7485,41.7505,0.4,5.5625,16.125,9.125
2014,1400,Texas,61,53,111.8,66.8,47.4237,43.3683,3.6,5.121212121212121,17.424242424242426,4.090909090909091
2014,1409,Tulsa,159,51,106.1,66.8,49.1575,47.0774,-3.6,5.757575757575758,18.0,5.7272727272727275
2014,1411,TX Southern,333,200,93.7,64.1,45.2787,35.7793,-9.7,6.3125,19.0625,2.09375
2014,1417,UCLA,11,37,118.7,68.4,54.0756,38.2058,4.5,6.382352941176471,17.323529411764707,11.058823529411764
2014,1433,VCU,106,6,109.2,68.9,47.9053,35.1548,3.6,7.411764705882353,15.088235294117647,10.117647058823529
2014,1437,Villanova,21,12,116.3,66.0,53.592,44.4678,8.3,9.03125,18.0,11.9375
2014,1438,Virginia,27,4,114.8,59.5,50.8493,42.0382,8.2,5.5,14.323529411764707,10.647058823529411
2014,1444,W Michigan,152,130,106.3,65.2,52.032,51.4163,-2.9,5.870967741935484,18.870967741935484,4.064516129032258
2014,1451,Weber St,149,213,106.4,62.9,54.0966,49.7199,-6.9,7.214285714285714,18.107142857142858,3.75
2014,1458,Wisconsin,4,35,122.0,62.4,53.2689,42.6449,7.9,7.757575757575758,17.363636363636363,8.969696969696969
2014,1459,Wofford,252,125,100.6,60.5,48.7662,33.0043,-6.5,5.724137931034483,12.172413793103448,2.2758620689655173
2014,1462,Xavier,46,76,112.9,64.2,51.6757,41.6216,1.4,5.212121212121212,15.727272727272727,4.2727272727272725
2015,1107,SUNY Albany,116,162,107.2,60.8,49.91,39.0156,-3.3,6.15625,15.21875,5.28125
2015,1112,Arizona,7,3,119.9,65.8,53.4574,47.0987,9.0,5.0588235294117645,17.970588235294116,17.823529411764707
2015,1116,Arkansas,26,67,114.7,69.3,49.9545,37.2951,3.8,6.676470588235294,16.529411764705884,7.882352941176471
2015,1124,Baylor,13,23,116.6,61.5,49.8616,38.5936,5.0,7.0,14.25,8.8125
2015,1125,Belmont,65,240,110.2,66.9,56.4294,32.2044,-4.7,9.870967741935484,12.35483870967742,3.6129032258064515
2015,1129,Boise St,50,63,111.9,62.8,53.2475,32.4166,0.2,8.709677419354838,12.774193548387096,8.935483870967742
2015,1138,Buffalo,57,87,111.3,68.3,48.7253,42.6119,-1.3,6.03125,17.90625,6.71875
2015,1139,Butler,64,8,110.2,63.2,48.3528,40.7545,3.5,5.75,15.25,8.375
2015,1140,BYU,10,139,119.4,70.4,53.2341,42.4538,0.8,8.21875,19.25,8.90625
2015,1153,Cincinnati,94,17,108.2,59.8,49.5308,37.1261,-1.3,5.03125,12.59375,7.09375
2015,1157,Coastal Car,119,170,106.7,64.1,50.0301,38.8554,-5.1,6.689655172413793,15.379310344827585,5.827586206896552
2015,1172,Davidson,9,176,119.7,66.7,55.3523,28.51,1.7,10.733333333333333,12.166666666666666,10.1
2015,1173,Dayton,75,30,109.2,63.4,52.9328,48.1207,0.8,6.454545454545454,16.303030303030305,7.303030303030303
2015,1181,Duke,3,11,124.5,65.8,56.618,39.8448,10.7,7.575757575757576,15.818181818181818,15.030303030303031
2015,1186,E Washington,39,283,112.9,68.2,55.1042,35.1684,-2.6,9.96774193548387,14.806451612903226,5.096774193548387
2015,1207,Georgetown,29,33,114.3,64.0,51.312,43.8677,3.8,5.838709677419355,16.483870967741936,6.064516129032258
2015,1208,Georgia,70,22,109.6,64.1,48.4971,47.7457,1.6,5.625,17.21875,4.15625
2015,1211,Gonzaga,5,16,121.7,64.7,57.9169,38.7432,7.8,7.121212121212121,14.666666666666666,17.12121212121212
2015,1214,Hampton,303,164,96.6,69.2,45.5845,43.8489,-12.6,5.666666666666667,15.848484848484848,-0.8484848484848485
2015,1217,Harvard,165,39,104.8,61.1,47.0974,38.9081,-1.3,4.666666666666667,14.37037037037037,4.962962962962963
2015,1231,Indiana,8,200,119.8,66.6,54.4243,32.73,-0.3,9.333333333333334,13.666666666666666,6.0606060606060606
2015,1234,Iowa,30,34,114.2,63.7,48.1365,37.9528,2.1,5.65625,16.375,7.53125
